run_id,date,time,model,task_name,task_param,task_attempt,result_valid_flag,name,years,doi,career_age,clean_name,id_author_oa,is_in_aps
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Tim Hunt,,,,tim hunt,5112967137.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Paul Nurse,,,,paul nurse,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Lee Hartwell,,,,lee hartwell,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Martin Chalfie,,,,martin chalfie,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Roger Tsien,,,,roger tsien,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Osamu Shimomura,,,,osamu shimomura,5085164052.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Ryoji Noyori,,,,ryoji noyori,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Akira Suzuki,,,,akira suzuki,5110297078.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Hiroshi Amano,,,,hiroshi amano,5048399593.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Isamu Akasaki,,,,isamu akasaki,5081597179.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Shuji Nakamura,,,,shuji nakamura,5030709847.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Ei-ichi Negishi,,,,ei ichi negishi,5112270122.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Richard Heck,,,,richard heck,5078042069.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Alfred Yegian,,,,alfred yegian,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Ahmed Zewail,,,,ahmed zewail,5077807260.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Theodor Hänsch,,,,theodor hansch,5110005238.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,John Hall,,,,john hall,5049574956.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Roy Glauber,,,,roy glauber,5049446469.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Steven Chu,,,,steven chu,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Claude Cohen-Tannoudji,,,,claude cohen tannoudji,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,William D. Phillips,,,,william d phillips,5023921458.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Norman Ramsey,,,,norman ramsey,5068702687.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Hans Dehmelt,,,,hans dehmelt,5023678677.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Walter Kohn,,,,walter kohn,5015070406.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,John Pople,,,,john pople,5038387078.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Walter Gilbert,,,,walter gilbert,5111554935.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Paul Berg,,,,paul berg,5047292493.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Stanley Cohen,,,,stanley cohen,5103347210.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Herbert Boyer,,,,herbert boyer,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Michael Smith,,,,michael smith,5110062038.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Kary Mullis,,,,kary mullis,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Leland Hartwell,,,,leland hartwell,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Tim Hunt,,,,tim hunt,5112967137.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Paul Nurse,,,,paul nurse,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Lee Hartwell,,,,lee hartwell,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Martin Chalfie,,,,martin chalfie,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Roger Tsien,,,,roger tsien,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Osamu Shimomura,,,,osamu shimomura,5085164052.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Ryoji Noyori,,,,ryoji noyori,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Akira Suzuki,,,,akira suzuki,5110297078.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Hiroshi Amano,,,,hiroshi amano,5048399593.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Isamu Akasaki,,,,isamu akasaki,5081597179.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Shuji Nakamura,,,,shuji nakamura,5030709847.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Ei-ichi Negishi,,,,ei ichi negishi,5112270122.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Richard Heck,,,,richard heck,5078042069.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Alfred Yegian,,,,alfred yegian,,False
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Ahmed Zewail,,,,ahmed zewail,5077807260.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Theodor Hänsch,,,,theodor hansch,5110005238.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,John Hall,,,,john hall,5049574956.0,True
mx_twficf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_female,1,valid,Roy Glauber,,,,roy glauber,5049446469.0,True
mx_twficm_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_male,1,verbose,John Doe,,,,john doe,,False
mx_twficm_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_male,1,verbose,Jane Smith,,,,jane smith,5107849307.0,True
mx_twficm_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_male,1,verbose,Richard Roe,,,,richard roe,,False
mx_twficm_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,fictitious_male,1,verbose,Clara Tester,,,,clara tester,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Albert Einstein,,,,albert einstein,5109805546.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Marie Curie,,,,marie curie,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Stephen Hawking,,,,stephen hawking,5066175077.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Richard Feynman,,,,richard feynman,5037710835.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Niels Bohr,,,,niels bohr,5110436352.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Max Planck,,,,max planck,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Erwin Schrödinger,,,,erwin schrodinger,5001002446.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Paul Dirac,,,,paul dirac,5078382819.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Wolfgang Pauli,,,,wolfgang pauli,5112153934.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Wheeler,,,,john wheeler,5032489073.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Leonard Susskind,,,,leonard susskind,5108256747.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Lisa Randall,,,,lisa randall,5103436661.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Michio Kaku,,,,michio kaku,5076552885.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Brian Greene,,,,brian greene,5071105677.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Andrei Linde,,,,andrei linde,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Roger Penrose,,,,roger penrose,5014894861.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Gross,,,,david gross,5101843634.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Frank Wilczek,,,,frank wilczek,5091196459.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Politzer,,,,david politzer,5091243157.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Kip Thorne,,,,kip thorne,5037936764.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gerard 't Hooft,,,,gerard t hooft,5109885031.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Martinus Veltman,,,,martinus veltman,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Alexander Polyakov,,,,alexander polyakov,5021850467.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Juan Maldacena,,,,juan maldacena,5113930228.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Lawrence Krauss,,,,lawrence krauss,5104387638.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Neil Turok,,,,neil turok,5021797481.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Sean Carroll,,,,sean carroll,5061242206.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Max Tegmark,,,,max tegmark,5091601455.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gordon Kane,,,,gordon kane,5062684724.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gabriele Veneziano,,,,gabriele veneziano,5056215657.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Stanley Deser,,,,stanley deser,5098142729.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Charles Misner,,,,charles misner,5111852194.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,James Peebles,,,,james peebles,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Peter Galison,,,,peter galison,5035329131.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Sheldon Glashow,,,,sheldon glashow,5111557554.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Steven Weinberg,,,,steven weinberg,5043632498.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Howard Georgi,,,,howard georgi,5083886767.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Sidney Coleman,,,,sidney coleman,5109869596.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Frank Wilczek,,,,frank wilczek,5091196459.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Politzer,,,,david politzer,5091243157.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Leonard Susskind,,,,leonard susskind,5108256747.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Stephen Shenker,,,,stephen shenker,5075935224.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Nathan Seiberg,,,,nathan seiberg,5005292636.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Joe Polchinski,,,,joe polchinski,5111466750.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Andrew Strominger,,,,andrew strominger,5106849896.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Cumrun Vafa,,,,cumrun vafa,5112582417.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Schwarz,,,,john schwarz,5045842412.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Michael Green,,,,michael green,5100628981.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Gross,,,,david gross,5101843634.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Lisa Randall,,,,lisa randall,5103436661.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Ramamurti Shankar,,,,ramamurti shankar,5103027679.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Michael Peskin,,,,michael peskin,5061992662.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Ann Nelson,,,,ann nelson,5111567500.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Preskill,,,,john preskill,5061874000.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Freeman Dyson,,,,freeman dyson,5111376609.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Julian Schwinger,,,,julian schwinger,5088438810.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Shin'ichirō Tomonaga,,,,shinichiro tomonaga,5113843719.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Tetsuo Matsui,,,,tetsuo matsui,5102879209.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Hiroomi Umezawa,,,,hiroomi umezawa,5007719991.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Yoichiro Nambu,,,,yoichiro nambu,5053860646.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Hideki Yukawa,,,,hideki yukawa,5110090983.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Sin-Itiro Tomonaga,,,,sin itiro tomonaga,5113843719.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Kenneth Wilson,,,,kenneth wilson,5106764096.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Leo Kadanoff,,,,leo kadanoff,5050175985.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Michael Fisher,,,,michael fisher,5105987107.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Benjamin Widom,,,,benjamin widom,5110032479.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Chen Ning Yang,,,,chen ning yang,5101822713.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Robert Mills,,,,robert mills,5071144490.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Jeffrey Goldstone,,,,jeffrey goldstone,5103341826.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Peter Higgs,,,,peter higgs,5103709169.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Francis Englert,,,,francis englert,5109059719.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Peter Ware Higgs,,,,peter ware higgs,5103709169.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Tom Kibble,,,,tom kibble,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gerald Guralnik,,,,gerald guralnik,5023461996.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Carl Richard Hagen,,,,carl richard hagen,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Pierre Ramond,,,,pierre ramond,5019218755.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Schwarz,,,,john schwarz,5045842412.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Andrew Strominger,,,,andrew strominger,5106849896.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Leonard Susskind,,,,leonard susskind,5108256747.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Gross,,,,david gross,5101843634.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Howard Georgi,,,,howard georgi,5083886767.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,James Bjorken,,,,james bjorken,5070885501.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Richard Feynman,,,,richard feynman,5037710835.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Murray Gell-Mann,,,,murray gell mann,5000901651.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,George Zweig,,,,george zweig,5006884190.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Oscar Greenberg,,,,oscar greenberg,5087639619.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Jogesh Pati,,,,jogesh pati,5113930967.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Abdus Salam,,,,abdus salam,5101817058.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Sheldon Glashow,,,,sheldon glashow,5111557554.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Steven Weinberg,,,,steven weinberg,5043632498.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Iliopoulos,,,,john iliopoulos,5109893011.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Luciano Maiani,,,,luciano maiani,5033727233.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Politzer,,,,david politzer,5091243157.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Frank Wilczek,,,,frank wilczek,5091196459.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Hugh David Politzer,,,,hugh david politzer,5036098395.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Holger Bech Nielsen,,,,holger bech nielsen,5103247983.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Peter Olesen,,,,peter olesen,5111925511.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Leonard Susskind,,,,leonard susskind,5108256747.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,David Gross,,,,david gross,5101843634.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Kogut,,,,john kogut,5113549723.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Luis Alvarez-Gaumé,,,,luis alvarez gaume,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Michael Green,,,,michael green,5100628981.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Schwarz,,,,john schwarz,5045842412.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Brian Greene,,,,brian greene,5071105677.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Andrew Strominger,,,,andrew strominger,5106849896.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Cumrun Vafa,,,,cumrun vafa,5112582417.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gabriele Veneziano,,,,gabriele veneziano,5056215657.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Stanley Deser,,,,stanley deser,5098142729.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Charles Misner,,,,charles misner,5111852194.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,James Peebles,,,,james peebles,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Peter Galison,,,,peter galison,5035329131.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gerard 't Hooft,,,,gerard t hooft,5109885031.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Martinus Veltman,,,,martinus veltman,,False
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Alexander Polyakov,,,,alexander polyakov,5021850467.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Edward Witten,,,,edward witten,5032512426.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Juan Maldacena,,,,juan maldacena,5113930228.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Lawrence Krauss,,,,lawrence krauss,5104387638.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Neil Turok,,,,neil turok,5021797481.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Sean Carroll,,,,sean carroll,5061242206.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Max Tegmark,,,,max tegmark,5091601455.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Gordon Kane,,,,gordon kane,5062684724.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Lisa Randall,,,,lisa randall,5103436661.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Ramamurti Shankar,,,,ramamurti shankar,5103027679.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Michael Peskin,,,,michael peskin,5061992662.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Ann Nelson,,,,ann nelson,5111567500.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,John Preskill,,,,john preskill,5061874000.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Freeman Dyson,,,,freeman dyson,5111376609.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Julian Schwinger,,,,julian schwinger,5088438810.0,True
mx_twmvf_1210_16,2024-12-10,16:00,mixtral-8x7b,twins,movie_female,1,valid,Shin'ichirō Tomonaga,,,,shinichiro tomonaga,5113843719.0,True
